ra,dec,u,g,r,i,z,plate,mjd,fiberid
80.0092920526334,1.38661366944318,20.98292,18.67233,17.3094,16.11271,15.48759,7261,56603,471
80.4241355387933,1.42455341482185,16.61926,15.64471,15.23452,15.05718,14.98077,7261,56603,390
80.8423291173917,1.31032353956787,18.55985,17.54101,17.15658,17.02263,16.91597,7261,56603,313
81.2412301245851,1.34173905133608,19.04549,16.83736,15.97689,15.69523,15.54225,7261,56603,263
81.2695307001262,1.34749018525656,18.19227,17.50395,16.2948,15.1496,14.34374,7261,56603,223
81.5015284590422,1.3695174734131,19.17474,17.36538,16.65999,16.40145,16.26561,7261,56603,182
86.3213431938495,1.33084368082018,20.37925,18.21427,17.20054,16.77683,16.50342,7257,56658,661
93.7309335218425,1.26301500780435,17.33677,16.34635,16.19969,16.21041,16.1905,1259,52931,338
93.7426851076006,1.28512495938706,18.03653,16.37722,15.61594,15.33171,15.13681,1259,52931,324
93.8432237137174,1.32621924683032,18.11923,16.53765,16.26839,16.21648,16.11358,1259,52931,340
93.8495369666909,1.36240205383322,17.04288,15.55558,15.34736,15.33453,15.26901,1259,52931,323
93.7973002544182,1.29144699195808,19.33385,17.75934,16.98825,16.66021,16.39917,1259,52931,336
93.8871639530945,1.3059244834878,16.52087,15.72976,15.52155,15.38462,15.43767,1259,52931,420
93.897754649362,1.36504111168414,17.19201,15.63428,15.28793,15.08548,15.08758,1259,52931,351
93.899499089879,1.40720204293384,17.52972,16.12791,15.89448,15.75382,15.75939,1259,52931,353
93.9979926504021,1.29608449618644,18.90365,17.3886,17.1086,16.93149,16.92322,1259,52931,348
94.0287083509339,1.38136404355337,18.6198,16.83763,16.01165,15.67761,15.48659,1259,52931,345
94.0444379434722,1.31246387970573,17.57671,16.08218,15.85972,15.81323,15.75961,1259,52931,355
94.0787497282926,1.26597741980017,17.16191,15.57382,15.18529,15.04627,14.98732,1259,52931,369
94.0962683144896,1.27922903048511,18.63446,17.00677,16.63997,16.53359,16.45343,1259,52931,367
94.2768744934532,1.28355971506519,18.45468,17.09247,16.39724,16.31796,16.19844,1259,52931,349
94.3028985248833,1.35341642540212,19.60945,18.01281,17.16813,16.91237,16.71236,1259,52931,343
94.3335532848906,1.40613689896508,18.63945,17.15341,16.73849,16.55766,16.44927,1259,52931,344
94.3212376892635,1.38588763422501,17.29658,15.79644,15.4267,15.28705,15.22184,1259,52931,346
94.3395242846378,1.35955135062716,16.45487,15.41446,15.30523,15.30373,15.31077,1259,52931,357
94.3408607056447,1.30169899913642,18.18623,16.65819,16.35208,16.23272,16.17879,1259,52931,341
94.3682800276505,1.36228628370392,17.13209,15.66285,15.28057,15.14163,15.09227,1259,52931,354
94.3616985489635,1.32857520797213,18.92754,17.41997,17.20492,17.12405,17.07906,1259,52931,342
94.3874431451916,1.37686879526118,18.81245,17.24694,16.83948,16.64682,16.54517,1259,52931,347
94.3975185372294,1.39257959672188,18.89091,17.35112,16.97392,16.79722,16.71373,1259,52931,391
94.4086462540012,1.362105848188,18.97211,17.45599,17.12911,16.98712,16.92596,1259,52931,398
94.424565785488,1.41885127872727,18.56812,17.05514,16.76553,16.65936,16.60282,1259,52931,388
94.4616219801106,1.27402523506642,18.28359,16.0446,15.00987,14.6009,14.35472,1259,52931,399
94.4980155347996,1.26629078998126,17.49614,15.94717,15.4357,15.51882,15.14042,1259,52931,381
94.5018572521041,1.36389245515881,18.24829,16.77017,16.57087,16.52364,16.49072,1259,52931,395
94.5457552510748,1.41561444192223,17.99337,16.67178,16.49027,16.47518,16.4396,1259,52931,387
94.548876411569,1.36173828091344,17.52994,16.18587,16.05114,16.03558,16.03015,1259,52931,382
94.5494427777588,1.31080477535272,17.99426,16.05851,15.22615,14.90025,14.71599,1259,52931,397
94.5508371647537,1.2764240788725,17.04794,15.67559,15.06797,14.81757,14.70427,1259,52931,396
94.5971572275364,1.36997088521085,19.11182,17.5097,17.08832,16.93032,16.82873,1259,52931,384
94.4854911013958,1.29940827173136,19.42064,17.7815,17.02739,16.69161,16.50322,1259,52931,394
94.6185148342881,1.33474363063572,18.48295,16.826,15.99431,15.63697,15.4594,1259,52931,383
94.6408059220804,1.31631873926184,17.97717,16.446,16.17982,16.1179,16.03833,1259,52931,392
94.6420455942138,1.40443840997516,18.92177,17.37976,17.05835,16.99604,16.88635,1259,52931,437
94.6659703287977,1.30933334224488,18.112,16.52535,16.05188,15.87817,15.72474,1259,52931,393
94.6885956623283,1.34036083024012,18.42004,16.83249,16.40431,16.2373,16.08535,1259,52931,440
94.6886454178558,1.42215214991817,18.05429,16.37612,15.92692,15.76749,15.59332,1259,52931,436
94.7170861198068,1.33153848891404,18.93415,17.21358,16.77596,16.60946,16.44009,1259,52931,432
94.7396753889896,1.39502778216853,18.37767,16.69032,15.82938,15.47509,15.22639,1259,52931,439
94.7660878549149,1.43000775567759,18.83348,17.17194,16.75564,16.59186,16.42563,1259,52931,428
94.7719595920147,1.39897714892544,17.96616,16.28185,15.45236,15.05658,14.79486,1259,52931,435
94.8196214879684,1.34388106004248,18.33959,16.82885,16.5404,16.43886,16.31946,1259,52931,421
94.8346110740426,1.3743403882589,19.23124,17.54514,17.16556,17.01041,16.8688,1259,52931,425
94.8430679284446,1.26588133311538,17.5761,15.87691,15.22252,14.94542,14.74933,1259,52931,438
94.8609752048658,1.27633410269951,18.18633,16.49218,15.65967,15.29113,15.26501,1259,52931,429
94.8910527725646,1.39645974753725,18.06032,16.33586,15.89192,15.71035,15.64135,1259,52931,430
94.926070133656,1.29283051210928,17.49733,15.97006,15.2262,14.95306,15.02378,1259,52931,434
94.9595729003928,1.29316240636288,18.44997,16.83152,15.96762,15.63577,15.40393,1259,52931,423
94.9692266042662,1.41417300341381,18.24338,16.68619,16.37587,16.33402,16.26546,1259,52931,426
94.9739280373117,1.35603501208247,18.85836,17.29233,16.93884,16.87596,16.78561,1259,52931,501
94.978301312087,1.28279220020808,18.2154,16.65046,15.79203,15.47518,15.24674,1259,52931,422
95.006024616559,1.27115290933672,18.00716,16.47253,15.69313,15.40856,15.44842,1259,52931,504
95.00707812764,1.3202061904442,18.63124,17.04937,16.59249,16.45704,16.30141,1259,52931,520
95.0084193399051,1.3586073547582,18.2952,16.57379,15.94243,15.7357,15.57316,1259,52931,502
95.0339144372251,1.34399924120894,18.94494,16.43684,15.14087,14.61369,14.25504,1259,52931,507
95.0318687516528,1.2720345168336,18.35259,16.77285,16.1114,15.89119,15.98932,1259,52931,503
95.0445631301963,1.31213119017799,17.58514,16.03153,15.23069,14.95917,14.77573,1259,52931,517
95.0494867474839,1.28070185189063,18.78808,17.38142,16.65322,16.40166,16.21516,1259,52931,516
94.9189606296757,1.31980109926402,19.38573,17.84278,17.06517,16.76703,16.57273,1259,52931,431
94.9512873831967,1.31595580301373,19.51711,17.90849,17.07041,16.74884,16.50811,1259,52931,424
94.9628605059573,1.3425622340266,19.19164,17.64856,16.87081,16.57149,16.35765,1259,52931,427
95.0819896001395,1.31036359914854,18.84376,17.31775,16.50498,16.17983,15.91045,1259,52931,505
95.1116071914548,1.29598235675373,19.84504,18.10868,17.32508,16.91486,16.69359,1259,52931,513
95.1326628538714,1.33708348566804,18.84954,17.32501,16.97747,16.8583,16.73323,1259,52931,515
95.1387336808027,1.29904884780485,18.42575,16.99252,16.69698,16.62129,16.50927,1259,52931,512
95.1610579789208,1.4016767543151,17.88847,16.51411,16.25244,16.20239,16.10059,1259,52931,510
95.1698699458429,1.33744171272625,17.07695,15.62674,15.19387,15.0416,14.96089,1259,52931,509
95.2009876332714,1.38590906598765,16.8937,15.70518,15.50461,15.4865,15.42175,1259,52931,514
95.069544098659,1.33128572268669,20.32181,18.15587,17.02663,16.60321,16.20208,1259,52931,519
95.2076449931822,1.42210663781285,19.06828,17.51385,17.0827,16.94874,16.7648,1259,52931,553
95.2601115008989,1.36938796066696,17.77502,16.04978,15.54273,15.35683,15.16004,1259,52931,555
95.2609081281922,1.39607591934754,18.69897,17.12064,16.57094,16.35879,16.15019,1259,52931,543
95.3144241830299,1.32015655799194,18.86225,17.18391,16.77306,16.63181,16.44982,1259,52931,556
95.3386717628526,1.36360548329816,18.53219,16.86253,16.36392,16.26154,15.9931,1259,52931,558
95.3002137881141,1.36497540899052,19.66006,17.81799,16.85486,16.42033,16.08928,1259,52931,559
95.4105346639532,1.2616725396694,18.62217,16.23949,15.06564,14.91548,14.42294,1259,52931,560
95.4107922640068,1.3468374324689,17.41406,15.9776,15.33753,15.07814,14.95206,1259,52931,551
95.4203990866342,1.29276013401623,18.9043,17.25943,16.76556,16.56979,16.44033,1259,52931,545
95.4327804128725,1.3095997391461,18.61887,17.14522,16.30048,16.19646,15.69297,1259,52931,546
95.4413728006111,1.35148406800889,18.41466,17.04577,16.68788,16.55607,16.46717,1259,52931,548
95.4546085372634,1.2776034856928,19.1287,17.10122,16.10401,15.71539,15.50173,1259,52931,597
95.4606073818392,1.32324033884143,18.92129,17.26156,16.65957,16.38984,16.19553,1259,52931,594
95.4789525699249,1.3055689366718,18.25064,16.7416,15.92423,15.59844,15.43167,1259,52931,598
95.4845620894789,1.40061230384708,18.81654,17.3024,16.40188,16.01649,15.83406,1259,52931,600
95.3832661483915,1.32328851588158,19.32376,17.0003,15.74931,15.17996,14.82613,1259,52931,541
95.5161928667569,1.35096704787302,17.71045,16.05954,15.17588,14.89655,14.63413,1259,52931,593
95.5192514673748,1.32921179338552,17.9728,16.4098,15.62404,15.31561,15.05106,1259,52931,590
95.5501143217167,1.2740572599323,18.27636,16.52752,15.64392,15.31892,15.02196,1259,52931,588
95.5513961880063,1.37627304483719,18.87914,17.17017,16.64012,16.46691,16.23115,1259,52931,599
95.5522674806623,1.31804906743172,18.29411,16.59863,15.7105,15.37613,15.08411,1259,52931,595
95.5720734922821,1.40853837075199,18.01482,16.46532,16.1119,16.03078,15.85097,1259,52931,582
95.6126529817552,1.31347631005143,18.90291,17.31075,16.86846,16.72293,16.49729,1259,52931,584
95.6239414110287,1.34068848897984,17.75699,16.02246,15.52639,15.34635,15.11413,1259,52931,589
95.6501390802118,1.27808237602405,18.24423,16.45141,15.50946,15.16336,14.87267,1259,52931,585
95.6515724901681,1.32926902170126,17.91155,16.21064,15.66085,15.4682,15.23769,1259,52931,586
95.5127290293783,1.2732116239366,19.90227,17.48673,16.13139,15.54786,15.05333,1259,52931,591
95.6184643436784,1.37974603321874,19.21401,17.43057,16.86615,16.67102,16.42274,1259,52931,583
95.7220641329831,1.39640517582485,18.42292,16.71659,16.30604,16.15098,15.99321,1259,52931,622
95.7274206515474,1.31341718811375,19.08214,17.30692,16.37059,15.93623,15.64196,1259,52931,633
95.7754915988176,1.32664908964473,19.02346,17.064,16.30739,15.98361,15.75619,1259,52931,640
95.7899942601161,1.27180933430573,19.0371,17.06461,16.31519,15.96618,15.71353,1259,52931,624
95.7163834499833,1.29835008344088,19.63144,17.81468,17.28366,17.04625,16.82669,1259,52931,631
95.9245502146739,1.40241831883065,19.30092,17.49576,16.55029,16.11126,15.78303,1259,52931,627
95.8097011716538,1.32198278758267,20.90923,18.44043,17.13122,16.48876,15.99204,1259,52931,634
95.8566956383542,1.37512001578351,19.44759,17.51227,16.49309,16.02791,15.6881,1259,52931,628
95.8791327073949,1.38652331202055,19.0894,17.01203,16.07707,15.57952,15.16738,1259,52931,629
95.9179469853166,1.38247619969429,19.94536,18.05396,17.0371,16.53766,16.11073,1259,52931,625
95.9644943532044,1.29117507134659,18.10044,16.34459,15.66745,15.38361,15.10611,1259,52931,638
95.9879020109593,1.35564103473748,18.28951,16.48024,15.7869,15.50095,15.28725,1259,52931,626
96.0765227398715,1.27074225262705,19.54414,17.73396,16.94293,16.63265,16.34252,1259,52931,637
109.171774298026,-0.82376910277016,20.65034,18.40441,17.28419,16.8546,16.66684,7450,56722,448
109.223684631528,-0.815083048654023,21.00277,18.29649,17.11875,16.69238,16.41364,7450,56722,449
109.223553591506,-0.678537784961323,20.00835,18.15811,17.42617,17.16824,17.00254,7450,56722,458
109.274970583287,-0.855163187910909,19.62423,17.39948,16.47063,16.10374,15.90082,7450,56722,402
109.38155904856,-0.877065883769853,20.67981,18.241,17.24812,16.8961,16.68864,7450,56722,411
109.382730812125,-0.729569959668679,20.72332,18.34885,17.25468,16.84382,16.61467,7450,56722,410
109.658043860505,-0.823608486060353,19.38892,17.67932,17.01112,16.73815,16.60196,7450,56722,366
109.561023315713,-0.828244416328724,21.00071,18.42983,17.15392,16.6475,16.32914,7450,56722,412
109.622505616342,-0.824226086771841,20.76451,18.26038,17.12671,16.74647,16.51201,7450,56722,367
109.654251546955,-0.806743648719439,20.60972,18.02795,16.74548,16.1378,15.80441,7450,56722,369
109.70381137524,-0.775048548197151,18.98462,17.09845,16.30813,16.00217,15.8098,7450,56722,372
109.730165934965,-0.744009009523347,20.885,18.45127,17.37997,16.95018,16.71072,7450,56722,376
109.749251338742,-0.757101942701586,19.83283,17.86752,17.04264,16.75371,16.60709,7450,56722,373
109.757828866807,-0.67685879594834,20.26573,18.17601,17.29124,17.00614,16.79827,7450,56722,323
109.910634176709,-0.723894134095328,20.69279,18.3863,17.36146,17.0188,16.81336,7450,56722,331
109.948446257317,-0.751947295366777,21.22764,18.45823,17.1216,16.55838,16.2165,7450,56722,330
109.979992631435,-0.745388080989927,20.84352,18.16921,16.83952,16.31171,16.01332,7450,56722,337
110.065367401703,-0.714931169210941,18.60254,16.70648,15.90653,15.5655,15.35836,7450,56722,293
110.079204975167,-0.77267103882413,19.08825,17.28199,16.57642,16.30845,16.17017,7450,56722,288
110.089971498386,-0.87671332945635,21.22639,18.23525,16.88513,16.23659,15.9135,7450,56722,281
110.139145098915,-0.868459848290175,19.84805,17.25835,16.15186,15.73237,15.50386,7450,56722,245
110.06547498726,-0.832115394110007,20.58408,17.97635,16.81048,16.35861,16.09814,7450,56722,285
110.0987106263,-0.721613818856379,20.49613,18.15498,17.1552,16.81076,16.59213,7450,56722,294
110.41924618826,-0.786856866024721,18.75221,16.87104,16.12972,15.8331,15.65493,7450,56722,212
110.382825777509,-0.823842910488674,19.8712,17.50364,16.51831,16.13688,15.89353,7450,56722,241
110.407909334207,-0.763275903017094,19.43801,17.4642,16.45436,15.81391,15.37005,7450,56722,246
110.431688116081,-0.862304822439172,20.11559,17.84937,16.99024,16.68171,16.50457,7450,56722,203
110.435976167096,-0.726191452547231,20.59053,18.03327,16.77265,16.24936,15.92437,7450,56722,251
110.546842157739,-0.878254096588253,19.84479,17.33154,16.34954,15.99186,15.81972,7450,56722,208
110.555273497786,-0.671878764742651,20.23228,18.28738,17.47236,17.18004,17.0742,7450,56722,215
110.45359717691,-0.69245333128277,19.83448,18.17483,17.49751,17.23555,17.0861,7450,56722,209
110.455119587232,-0.871736020635654,19.86846,17.74127,16.85816,16.53824,16.34189,7450,56722,201
110.566143395471,-0.857327932178954,20.91021,18.25202,16.99459,16.48988,16.21979,7450,56722,205
110.591850680516,-0.75452427161146,20.60774,18.08809,17.00989,16.5772,16.30625,7450,56722,170
110.694807450275,-0.804713786148446,20.47591,17.71363,16.54141,16.08607,15.83113,7450,56722,176
110.732392283614,-0.722407401832133,20.61895,18.14333,17.10871,16.73418,16.48829,7450,56722,173
110.742098217548,-0.797940254428574,20.79327,17.15816,16.28106,15.76311,22.82772,7450,56722,103
110.837550194788,-0.684968799052125,20.90283,18.26839,17.14816,16.66407,16.4333,7450,56722,112
110.865516860907,-0.671527612373713,19.13829,17.24301,16.56218,16.31252,16.20374,7450,56722,117
110.869771442152,-0.812753911036052,20.08853,17.48408,16.35899,15.95627,15.72632,7450,56722,107
110.788234014814,-0.86938250618971,19.81308,17.76007,16.99312,16.73128,16.57416,7450,56722,102
110.811817530973,-0.753287961233226,20.35834,17.91464,16.8066,16.35509,16.08697,7450,56722,109
111.0246002546,-0.71592051889128,19.43967,17.87866,17.28036,17.05784,16.96182,7450,56722,56
110.94913094,-0.780393096083506,20.65082,17.87901,16.535,15.90004,15.52908,7450,56722,44
110.975830107085,-0.752546075552739,21.14599,18.59524,17.45378,17.02661,16.79638,7450,56722,41
111.066039359792,-0.818847298166509,19.72741,17.4062,16.20642,15.67595,15.44448,7450,56722,46
111.072642658792,-0.708552894860909,21.25222,18.50218,17.3354,16.90376,16.6841,7450,56722,58
111.074822164274,-0.864066292649143,21.30849,18.3865,17.31308,16.76573,16.70794,7450,56722,8
111.09984047179,-0.878989679519968,17.94167,16.69177,16.25868,16.10189,16.06059,7450,56722,4
111.165863601885,-0.712103245019666,20.99177,18.2736,16.96022,16.43747,16.14809,7450,56722,11
111.185881138294,-0.669146755375603,19.71697,17.3344,16.33389,15.96898,15.7598,7450,56722,16
111.199197534311,-0.810714051863617,19.74155,18.07879,17.4502,17.22798,17.1026,7450,56722,5
111.218648290209,-0.736479114180107,18.80505,16.7201,15.90207,15.60641,15.45163,7450,56722,9
111.233194266266,-0.83117382096782,18.15787,17.03044,16.64688,16.49274,16.42136,7450,56722,6
111.207119253865,-0.784402616931328,20.18495,18.13129,17.27556,16.91344,16.68731,7450,56722,3
118.949442944417,-0.804426528449418,19.08281,17.15922,16.46078,16.22793,16.11438,7451,56739,460
119.230244179483,-0.879148912558567,18.34543,16.5148,15.81666,15.58297,15.4808,7451,56739,447
119.488568656098,-0.827741602013186,19.90182,17.90028,17.03404,16.75808,16.64978,7451,56739,379
119.515894343979,-0.670550064074822,19.10848,17.20642,16.4615,16.19096,16.0561,7451,56739,370
119.541577127931,-0.685158798373887,19.79473,17.78553,16.97976,16.72929,16.59162,7451,56739,374
119.708162220998,-0.758602965358978,18.62951,17.18331,16.71704,16.56406,16.54103,7451,56739,332
119.743897825221,-0.677177862082514,20.97877,18.36525,17.21805,16.78584,16.55525,7451,56739,326
119.845165818244,-0.715847131049068,20.5093,17.96463,16.9124,16.53259,16.34266,7451,56739,296
119.867444218035,-0.838164993232305,21.27492,18.62718,17.44823,17.01488,16.78777,7451,56739,286
119.753016180437,-0.722466669231897,19.6158,18.09396,17.49944,17.27035,17.13809,7451,56739,331
119.81082779206,-0.816493259155931,19.39352,17.09215,16.11913,15.73954,15.52979,7451,56739,288
119.965239982173,-0.699727599378528,18.32264,17.26307,16.93557,16.82282,16.80601,7451,56739,253
119.937733675137,-0.770505134878275,19.96485,17.7083,16.85133,16.57194,16.41756,7451,56739,255
119.989033241582,-0.683555715691748,19.6036,17.24693,16.30033,15.9353,15.7383,7451,56739,243
120.101039543224,-0.72027999424397,17.38654,16.21287,15.83343,15.70387,15.6536,7451,56739,207
120.151812276157,-0.731923232026962,18.89982,17.21214,16.62501,16.40705,16.29473,7451,56739,210
120.178858228697,-0.727554781597189,20.36593,17.8415,16.75614,16.30029,16.04632,7451,56739,209
120.644816942551,-0.850229392975722,20.56833,17.79727,16.59597,16.09436,15.83072,7451,56739,103
120.66733371297,-0.761690732026402,18.82687,17.0127,16.20017,15.87919,15.70776,7451,56739,110
120.704246561385,-0.747951524641071,18.54887,16.53347,15.79843,15.55417,15.42962,7451,56739,109
120.799382122818,-0.730464921630203,20.3212,17.81394,16.76305,16.38559,16.18979,7451,56739,56
120.854730713436,-0.873022375663776,18.99268,16.94579,16.18428,15.93361,15.80883,7451,56739,41
121.065298612981,-0.80979455483118,20.19456,18.15217,17.36913,17.06952,16.93899,7451,56739,15
121.066689900787,-0.87527734856799,17.8392,16.67937,16.34888,16.23319,16.23001,7451,56739,5
121.032004815588,-0.846578789549897,20.71697,18.18736,17.07702,16.67497,16.45362,7451,56739,18
121.040824363306,-0.793041272761719,20.34389,18.06217,17.13269,16.76524,16.53393,7451,56739,20
121.135700909049,-0.752541058239177,18.34675,17.11274,16.67455,16.50672,16.47748,7451,56739,19
121.186450289795,-0.789535409658529,19.6083,17.95882,17.34408,17.12425,17.05773,7451,56739,1
121.229595862798,-0.766846211654712,18.42123,16.86982,16.34842,16.19316,16.12365,7451,56739,16
108.891664190277,-0.261398574225343,20.92743,18.08154,16.71967,16.11185,15.76495,7450,56722,496
108.906548543491,-0.288359954690746,20.10406,17.9777,17.1026,16.72099,16.48823,7450,56722,495
108.965495430789,-0.430219060203215,21.19853,18.52567,17.18729,16.6143,16.31032,7450,56722,481
109.086582872004,-0.428800511588177,20.96357,18.05882,16.62403,15.93672,15.54762,7450,56722,463
109.090084704542,-0.447431271336684,20.25354,17.9868,17.02477,16.65137,16.42123,7450,56722,74
109.232818619678,-0.439859823272955,20.76409,18.3591,17.26433,16.8444,16.61955,7450,56722,461
109.22805350982,-0.284016029094129,19.16461,16.96427,16.09359,15.79254,15.61627,7450,56722,477
109.228155670287,-0.41385077693971,20.90244,18.3746,17.36278,16.96563,16.6794,7450,56722,468
109.312506821866,-0.253990680683412,19.14175,17.28781,16.5661,16.30853,16.19477,7450,56722,435
109.490261646564,-0.251195145492128,19.91122,17.85754,17.02654,16.70719,16.57779,7450,56722,436
109.502900628779,-0.287232021705699,19.65265,17.9623,17.22448,16.95729,16.7928,7450,56722,391
109.529732064333,-0.334804532885692,21.26064,18.40965,17.08661,16.47713,16.13401,7450,56722,390
109.53159566733,-0.421341656815012,19.0136,17.65209,17.11957,16.89454,16.79732,7450,56722,419
109.562507850785,-0.419598128274283,19.99099,17.76862,16.80428,16.43118,16.18406,7450,56722,362
109.592221900785,-0.253292822697561,20.3097,17.78641,16.68782,16.30987,16.04903,7450,56722,396
109.731726209407,-0.409561638948542,19.15337,17.27513,16.47826,16.15616,15.97658,7450,56722,344
109.83360378196,-0.350629641109461,22.33592,18.15365,16.81535,16.25198,15.93782,7450,56722,341
109.748898745441,-0.359485022173953,20.19021,18.15865,17.32196,17.03348,16.90814,7450,56722,348
109.845895454568,-0.274849093723442,18.49173,16.85029,16.13789,15.83178,15.64101,7450,56722,351
109.948843606571,-0.348659703893998,19.54112,17.65736,16.90951,16.6244,16.44367,7450,56722,318
110.001526151903,-0.389157910815008,21.63876,18.7373,17.37477,16.78348,16.4559,7450,56722,340
110.085771805079,-0.393260245917566,18.72009,17.39156,16.9081,16.71436,16.62478,7450,56722,303
110.093164005653,-0.37687583140053,18.28962,17.10132,16.79192,16.68072,16.65778,7450,56722,302
110.124597307167,-0.354013278090098,18.79804,17.39924,16.89037,16.69981,16.57989,7450,56722,265
110.132743257352,-0.386431772189336,17.96146,16.77456,16.42139,16.29889,16.25738,7450,56722,261
110.08064724087,-0.413895818678897,19.42226,17.71203,17.2611,17.06385,16.97001,7450,56722,295
110.147729112581,-0.362784205748206,19.29833,17.83553,17.2601,17.05558,16.9478,7450,56722,266
110.168693709705,-0.449391483299707,18.78864,16.78367,15.99266,15.68403,15.50635,7450,56722,297
110.170404088022,-0.329727281841631,17.65564,16.47784,16.20563,16.11951,16.10042,7450,56722,264
110.2022861876,-0.442720852973858,18.31927,16.92188,16.43217,16.25712,16.19184,7450,56722,299
110.218424532955,-0.386286946171817,17.6383,16.41421,16.0121,15.87315,15.82671,7450,56722,269
110.25178906153,-0.408551609825801,18.7352,17.14148,16.50139,16.25005,16.12102,7450,56722,262
110.255348974591,-0.459484206885418,17.98775,16.74032,16.28664,16.09037,16.00562,7450,56722,254
110.268421080897,-0.444818659728998,18.40103,16.98496,16.43938,16.23554,16.14005,7450,56722,256
110.165215973235,-0.393392780317288,21.11464,18.48843,17.09106,15.88286,15.2215,7450,56722,270
110.289364709939,-0.459330938759961,20.03748,17.50587,16.36662,15.95337,15.70009,7450,56722,258
110.308859284692,-0.405418087077754,18.01796,16.86826,16.52031,16.41801,16.37865,7450,56722,226
110.330279088297,-0.380247651448636,19.49621,17.193,16.28062,16.00762,15.85394,7450,56722,227
110.334140060645,-0.452886885669601,17.22431,15.91857,15.6806,15.61884,15.6122,7450,56722,260
110.361833495456,-0.426343156280513,18.91172,17.47884,16.88172,16.63085,16.48772,7450,56722,223
110.424093723435,-0.319125855502702,18.33378,17.37956,16.9311,16.74255,16.64601,7450,56722,181
110.361577516047,-0.286035280367925,21.05032,18.4791,17.1828,16.62435,16.27636,7450,56722,224
110.373855472696,-0.348360704011674,21.33925,18.85169,17.47906,16.56158,16.05075,7450,56722,228
110.391575823352,-0.361953341646178,20.08079,18.03626,17.13042,16.80377,16.58634,7450,56722,114
110.503085292634,-0.264228838266032,19.77643,17.53988,16.58364,16.23283,16.04131,7450,56722,191
110.681110881631,-0.25470990634621,18.96003,17.18036,16.46474,16.17471,16.00187,7450,56722,149
110.635921408521,-0.381114995910955,18.64217,17.30711,16.78033,16.57269,16.48164,7450,56722,184
110.809337481333,-0.312319933833898,21.30715,18.44432,17.06401,16.40163,16.01296,7450,56722,144
110.856418530126,-0.344654283602818,18.13599,16.82214,16.3211,16.14034,16.04904,7450,56722,129
110.796203625033,-0.282388568472391,19.9798,17.53505,16.50801,16.15599,15.95849,7450,56722,148
110.797276485715,-0.376880348641046,21.4876,18.52366,17.21712,16.58407,16.2074,7450,56722,141
110.866799628462,-0.318071013226833,20.80654,18.44671,17.49717,17.16186,16.96111,7450,56722,128
110.874818903586,-0.255754427779835,20.96395,18.53919,17.43465,16.99798,16.71724,7450,56722,133
110.891394495342,-0.261497293151349,18.52529,16.60558,15.85562,15.56476,15.39724,7450,56722,130
110.916416331114,-0.310432590009276,20.57207,17.89572,16.73569,16.26752,15.99371,7450,56722,126
111.015026082142,-0.350615370891313,18.1534,16.55238,15.91013,15.66905,15.56613,7450,56722,121
111.073054199581,-0.460172801361861,18.6135,17.31242,16.80873,16.65203,16.58507,7450,56722,59
111.067766275132,-0.353675140435681,21.32714,18.47851,17.15899,16.60521,16.34318,7450,56722,85
111.23768499283,-0.352691334849126,18.8299,16.71506,15.93711,15.69321,15.56663,7450,56722,67
111.253227950658,-0.411538579622326,20.43081,17.75206,16.58722,16.18662,15.95478,7450,56722,65
111.194863138036,-0.313045920536505,21.1015,18.55304,17.44674,17.02353,16.78711,7450,56722,68
111.26530836672,-0.343396082272358,20.9746,18.26698,16.96321,16.44819,16.15765,7450,56722,62
111.329980953375,-0.411628984030683,21.50401,18.77142,17.41566,16.82605,16.48536,7450,56722,61
111.354014956197,-0.262988011180174,19.39832,17.80109,17.16189,16.92198,16.80071,7450,56722,64
111.366653601172,-0.342890868070877,21.45103,17.99262,16.85174,16.47285,16.38288,7450,56722,30
118.605868569725,-0.252900451053716,18.34568,17.07895,16.64373,16.49427,16.46364,7451,56739,488
118.572535648348,-0.327989958172475,19.47164,17.69217,17.07047,16.8963,16.81822,7451,56739,493
118.58659837192,-0.280587197961375,20.3045,17.9644,16.88861,16.49915,16.2707,7451,56739,495
118.716467955697,-0.392549728347419,18.67834,17.44676,16.9895,16.85618,16.84431,7451,56739,469
118.692508339405,-0.377686469071552,19.49889,17.1403,16.21554,15.93469,15.773,7451,56739,492
119.085750308123,-0.250419049994555,19.21783,17.86806,17.39598,17.26973,17.20551,7451,56739,439
119.130476894987,-0.334326486081523,20.41693,18.19587,17.3107,17.024,16.86839,7451,56739,427
119.263643252532,-0.396180690768448,19.92986,18.11293,17.45334,17.2639,17.13666,7451,56739,433
119.35475769846,-0.26192344613779,17.65269,16.34654,15.88982,15.73371,15.68267,7451,56739,382
119.373637930281,-0.378858905989027,19.91952,18.09458,17.39017,17.14361,17.01148,7451,56739,397
119.435025600662,-0.342794379272203,18.20852,16.61058,16.01878,15.8299,15.74656,7451,56739,395
119.537944543507,-0.38283561021164,19.96738,17.51206,16.46338,16.07523,15.86429,7451,56739,344
119.564323782598,-0.312709992204892,17.46082,16.22732,15.76486,15.59897,15.52217,7451,56739,349
119.464068314136,-0.377591504206605,20.47883,18.24328,17.36013,17.05251,16.88088,7451,56739,387
119.534638928384,-0.40050129024247,20.8224,18.20391,16.99109,16.52302,16.23529,7451,56739,346
119.749070597529,-0.40411829809066,20.61272,18.18698,17.10547,16.68005,16.47867,7451,56739,360
