PLATEIFU,RA,DEC,REDSHIFT,LOG_MASS,FUV_MAG,NUV_MAG,U_MAG,G_MAG,R_MAG,I_MAG,Z_MAG
9025-3703,246.316195492,30.3241373931,0.05284,10.635816,17.027327,16.742464,16.366648,15.283004,14.696601,14.294879,14.020595
8085-6103,51.680009176,-0.769460466479,0.038842,10.635921,Infinity,Infinity,17.212372,15.399797,14.483617,13.994544,13.674719
8993-12701,164.863945676,46.1223895832,0.0221653,10.6362505,Infinity,Infinity,14.514651,13.219966,12.604643,12.246431,11.982922
9045-9102,227.536895057,31.8878363741,0.0304903,10.636989,21.652733,19.46604,16.252533,14.533612,13.740571,13.339096,13.063647
8249-12705,138.935541667,44.2360887374,0.0321364,10.6373005,20.73189,19.604591,16.394138,14.6376,13.865596,13.457169,13.173664
8250-3702,138.935541667,44.2360887374,0.0321364,10.6373005,20.73189,19.604591,16.394138,14.6376,13.865596,13.457169,13.173664
8137-3701,116.703574938,43.3748383408,0.0415639,10.638451,Infinity,20.863707,17.380402,15.466599,14.557848,14.088702,13.759109
8083-9101,50.138413881,-0.339959846103,0.0382806,10.638573,18.557932,17.986235,16.453108,14.904682,14.163539,13.762138,13.489981
8257-3701,165.568697657,44.2717100492,0.0370123,10.638786,20.584911,19.639849,16.649504,14.970916,14.154621,13.748267,13.469084
9868-3704,219.726705634,46.6656150482,0.0358624,10.641124,21.282675,19.618706,16.582035,14.900543,14.096427,13.704548,13.412807
8451-12702,165.795923954,41.7052427347,0.0307913,10.641506,18.84433,17.402843,16.007347,14.304431,13.522288,13.075603,12.824487
8274-12705,165.795923954,41.7052427347,0.0307913,10.641506,18.84433,17.402843,16.007347,14.304431,13.522288,13.075603,12.824487
8256-12705,165.795923954,41.7052427347,0.0307913,10.641506,18.84433,17.402843,16.007347,14.304431,13.522288,13.075603,12.824487
8985-12702,204.859583926,31.2079993813,0.0356097,10.64187,18.018354,17.723692,16.166107,14.710308,13.981111,13.590547,13.328595
8940-12702,120.087417603,26.613527298,0.0267379,10.644541,17.958735,17.351034,15.505552,14.029889,13.340283,12.961282,12.723613
9050-1901,245.924020984,24.1718053089,0.0430594,10.645444,23.32705,20.564692,17.341413,15.477673,14.596213,14.156602,13.8407755
8482-9101,241.799551053,48.5725625102,0.043419,10.647342,18.965652,19.132221,17.338509,15.302813,14.530712,14.071398,13.838724
8155-6101,53.8141135283,-1.22860924524,0.03707,10.648188,Infinity,21.848343,17.63633,15.658487,14.621161,14.063592,13.6565075
8993-3701,164.404725025,45.6344344,0.0426827,10.651687,20.152887,19.377775,17.06988,15.28049,14.439366,14.014466,13.729195
9047-6101,247.662785592,25.6094366462,0.0424607,10.651985,21.378973,20.701614,17.143433,15.407279,14.543179,14.069175,13.797412
8138-12703,116.389688776,45.7723275492,0.0316755,10.653979,Infinity,Infinity,16.491886,14.7110815,13.834734,13.37753,13.01113
9025-6104,247.36126617,29.5411260226,0.0530449,10.655496,18.608881,17.919357,16.87873,15.379922,14.6986885,14.319212,14.072118
8449-6103,167.861853082,22.9707645232,0.0322596,10.656122,20.172009,18.719637,16.493689,14.624691,13.733636,13.280665,12.955555
8721-12701,134.799768325,54.0430518087,0.0383077,10.656397,19.19502,17.695652,16.934074,15.015155,14.197553,13.767754,13.485405
8131-12704,112.467749081,39.8914997875,0.0497554,10.656693,19.799824,35.1139,16.042595,15.751711,15.06169,,12.664538
8979-3702,241.370314955,42.6272105502,0.039392,10.657011,17.950682,17.35345,16.044666,14.707501,14.046861,13.646561,13.400938
9000-12703,173.019272091,53.5759809461,0.0471775,10.657522,19.46303,19.466545,17.066517,15.51594,14.721332,14.262111,13.96934
9036-3701,239.113568186,42.1011405811,0.0385889,10.657833,Infinity,Infinity,17.059628,15.161575,14.269726,13.8316345,13.537355
9864-3701,213.887197194,50.1810346759,0.0441282,10.668572,19.863209,19.16373,17.040232,15.307163,14.474364,14.05283,13.738188
8312-9101,246.765073506,39.527385803,0.0337628,10.668649,21.10576,19.52122,16.253555,14.637693,13.860905,13.473969,13.221305
8243-12703,129.137938178,54.0414633097,0.0304661,10.670557,20.744022,19.291533,16.276527,14.555661,13.7412,13.261048,12.975403
8249-6104,139.308858804,44.4891619278,0.0320271,10.672021,20.977093,19.621023,16.425358,14.572132,13.773439,13.352548,13.060261
8250-9101,139.308858804,44.4891619278,0.0320271,10.672021,20.977093,19.621023,16.425358,14.572132,13.773439,13.352548,13.060261
8311-6103,202.90050397,23.3140787608,0.0432941,10.6725855,20.87615,20.14343,16.999912,15.252058,14.432283,13.965691,13.744028
9035-9101,235.447005775,45.5560008092,0.036696,10.67303,20.11662,18.752893,16.663092,14.933392,14.10137,13.646114,13.404876
8721-6103,133.12130257,56.112688488,0.045427,10.676209,19.201897,18.79147,16.980652,15.3370905,14.537817,14.116272,13.87333
8602-12701,247.048170623,39.8218982679,0.0267882,10.676888,17.709259,18.169662,15.44062,14.081275,13.381597,12.973668,12.769098
8450-6104,172.607537655,22.2165297033,0.0392908,10.677028,19.714958,19.085962,16.64634,15.013041,14.173768,13.758603,13.455018
9042-3704,235.146974287,28.3606527522,0.032706,10.677901,21.27696,19.830715,16.557045,14.715016,13.844665,13.407327,13.0875435
8320-9102,206.830271013,21.8338378511,0.0523739,10.6786995,17.82571,17.409906,16.484144,15.177565,14.54355,14.177997,13.962951
9025-12704,246.050763599,30.162261411,0.0482447,10.681569,17.514046,16.898502,16.253094,14.945611,14.323827,13.935945,13.644686
8153-6103,39.7141842507,0.508703016687,0.0471837,10.681814,Infinity,Infinity,16.991772,15.418162,14.595936,14.15902,13.878196
7964-12704,316.558543445,0.0977985517842,0.0505929,10.684507,20.041061,19.569017,17.553339,15.7656765,14.938652,14.366631,14.074301
9868-1901,218.600034104,48.0374809129,0.0363965,10.684554,,20.171799,16.741383,14.940347,14.084587,13.666304,13.361659
8984-6104,204.150721623,27.2421751645,0.0357742,10.686855,20.693653,20.175478,16.545736,14.797136,13.970744,13.560149,13.278991
9036-1901,239.736692335,44.7643759603,0.0418354,10.687671,20.484901,20.275372,17.120106,15.249366,14.380539,13.944728,13.63311
9031-3701,239.736692335,44.7643759603,0.0418354,10.687671,20.484901,20.275372,17.120106,15.249366,14.380539,13.944728,13.63311
8078-12701,40.8804658761,0.306821500727,0.0266695,10.687921,17.382992,16.901169,15.369772,13.892766,13.196966,12.802082,12.485065
8980-6104,226.127153386,43.06941831,0.0502706,10.688259,18.849049,18.225737,16.901257,15.352623,14.588552,14.174402,13.90153
8156-6102,55.8082035277,-1.01869728676,0.0367145,10.689121,Infinity,Infinity,17.070772,15.142881,14.233557,13.770182,13.452264
8144-12703,114.775045083,29.1600739978,0.0389089,10.691137,17.702908,17.175768,15.895274,14.56012,13.912504,13.539941,13.287523
9050-3701,243.936009926,22.7260102172,0.050411,10.6918125,24.448383,Infinity,17.863255,16.118269,15.054189,14.4912,14.135737
9024-12705,223.867459205,32.8400281225,0.0601609,10.694259,18.176268,17.725933,16.581373,15.336192,14.739841,14.423054,14.18243
9502-12703,129.545574407,24.8952945876,0.0286559,10.69454,18.678307,17.975122,15.737107,14.202672,13.459418,13.050257,12.765751
8625-6103,257.957483738,57.5895443348,0.0299956,10.694985,20.542496,19.671282,16.326233,14.491744,13.647588,13.191086,12.883669
9505-12701,138.844792279,27.2866441561,0.045792,10.695153,19.342817,18.7275,16.763168,15.189187,14.417021,13.982135,13.667134
8992-1901,172.192896191,52.248505131,0.0484669,10.6951685,21.979595,19.530367,17.228884,15.400295,14.570479,14.152664,13.830843
8712-12704,121.054830354,55.3976652588,0.0324144,10.695916,17.797094,17.932734,16.192965,14.616942,13.830788,13.403714,13.123126
7968-3701,322.213310988,-1.07011823351,0.0515439,10.696268,18.23512,17.650486,16.395365,15.09973,14.472994,14.090373,13.8797
8938-6101,120.331416864,29.1793799537,0.0411394,10.697412,20.482773,19.386848,16.839342,15.187761,14.326685,13.896206,13.584534
8936-6101,117.60499,30.22569,0.0265855,10.698757,22.01819,18.235525,15.423567,13.880873,13.186133,12.806708,12.547988
9047-6102,247.192215685,25.4947209924,0.0400737,10.699178,19.3088,18.373447,16.834396,15.081724,14.208517,13.763202,13.424037
9492-12704,118.169874556,18.3745632551,0.0445901,10.700924,18.990667,18.331131,16.623062,15.128171,14.3635025,13.950433,13.690248
8601-6104,247.641287575,40.5394009252,0.0300581,10.7014675,20.299,19.266903,16.147547,14.387669,13.580118,13.134427,12.851344
8084-12702,50.5361376247,-0.836264854962,0.0364594,10.701856,18.051126,17.7446,16.095093,14.682376,13.955599,,13.310774
9485-1902,120.711475847,35.7735595945,0.0405107,10.702517,21.565155,20.487864,17.050303,15.1989975,14.318685,13.886266,13.572989
8937-6104,119.955306621,28.9297506536,0.0492416,10.704012,Infinity,20.413227,17.359053,15.533986,14.687322,14.257323,13.971262
8568-12704,155.542978368,38.5178182947,0.0529871,10.704572,20.70321,18.947187,17.46537,15.692916,14.795084,14.357893,13.999489
8606-3701,254.997419646,36.0290774727,0.0573351,10.704879,18.935495,18.411627,17.020548,15.534048,14.80708,14.424548,14.149222
8338-1902,173.481443525,23.6437554726,0.0354279,10.70501,21.025238,19.87874,16.316818,14.629203,13.869885,13.500175,13.217543
9487-9101,123.571196537,46.0103315294,0.0498747,10.705063,20.058092,19.671467,17.282091,15.552995,14.765072,14.317398,14.0209465
8997-12701,172.492084431,52.1831218423,0.0476402,10.705443,18.860262,18.219654,16.590181,15.125339,14.407965,14.020775,13.759094
8996-12705,172.492084431,52.1831218423,0.0476402,10.705443,18.860262,18.219654,16.590181,15.125339,14.407965,14.020775,13.759094
8484-12703,248.788258728,46.213894535,0.0307814,10.7074995,16.437086,15.98499,14.892735,13.671035,13.137242,12.813762,12.596704
8728-12702,58.4856337033,-7.07295391828,0.0332081,10.7080555,Infinity,Infinity,16.89243,14.892361,13.966704,13.497184,13.151615
8443-9101,206.016983541,25.6635132875,0.048591,10.709905,18.750679,17.893637,16.44155,15.114356,14.400732,14.018912,13.760165
8945-6103,171.244626971,47.1435102759,0.0537137,10.710035,19.351158,18.374142,17.058252,15.54227,14.739978,14.300377,14.008996
8726-1901,115.494321239,23.176379735,0.0431378,10.713177,22.787546,Infinity,17.040894,15.224061,14.379073,13.959943,13.668862
8141-6101,119.165933097,44.1010079182,0.0458422,10.713673,Infinity,Infinity,17.21617,15.3891115,14.506206,14.0701475,13.725193
8995-6104,176.508019645,55.4196192057,0.0526379,10.714221,Infinity,Infinity,16.837448,15.3362465,14.600165,14.179204,13.979061
8309-3704,211.468302801,53.1289835338,0.0409503,10.715464,Infinity,Infinity,16.668474,14.990455,14.1539135,13.762066,13.454443
8439-12705,143.288053477,49.0503236816,0.0511487,10.715465,18.965807,18.825548,16.927454,15.32786,14.578108,14.20998,13.939221
8597-3703,224.749646935,48.4098554221,0.0358627,10.715466,21.386955,19.640707,16.53128,14.777712,13.94257,13.52157,13.2140875
9512-12703,140.009042427,1.03830336226,0.0170264,10.715888,17.418886,18.539139,14.860627,13.197362,12.386839,11.963778,11.649291
8156-6101,54.5970661097,-1.18410023556,0.0490484,10.717349,22.066256,21.579422,18.295347,16.147354,15.123295,14.58277,14.2437935
8566-6104,116.494725692,41.1193964321,0.040056,10.717874,21.350452,20.644917,16.875763,15.168534,14.273045,13.806466,13.491514
8443-12703,208.260195394,24.5601927813,0.0569421,10.718722,17.900547,17.226332,16.43188,15.208588,14.575594,14.177788,13.940321
9487-12705,123.721780239,45.7920218848,0.0402399,10.719135,20.632967,20.375723,16.96322,15.165801,14.304917,13.821918,13.512465
9486-6101,121.076285654,40.1957291917,0.0408501,10.720021,21.795174,20.233686,16.876167,15.08651,14.266848,13.846269,13.5596075
8486-12701,235.79840127,47.7536483573,0.0381753,10.721654,18.722757,18.24408,16.483126,14.816364,14.009969,13.620402,13.3690605
9026-12701,249.074530943,44.1357161764,0.03134,10.722162,20.350922,19.93735,16.186365,14.508572,13.643129,13.188021,12.876748
8483-3703,246.431760677,49.314241062,0.0478982,10.722245,19.871492,20.328167,17.31796,15.447296,14.604252,14.167264,13.869836
8712-12703,120.221838851,55.5631071782,0.0338268,10.723222,19.80288,19.788435,16.20893,14.68459,13.847215,13.432008,13.097422
8943-1902,157.693737315,36.9546213324,0.0385281,10.723728,19.705696,19.742964,16.60921,14.826126,14.035667,13.618326,13.368265
9049-12705,247.611665545,26.0600380381,0.0486161,10.724756,25.586716,24.006384,17.661709,15.611115,14.68602,14.238806,13.925288
9037-12703,235.979612517,44.3059523956,0.0356345,10.7272005,17.192953,16.894714,15.581714,14.212968,13.5858345,13.2415285,13.045271
8138-3702,116.097926044,44.5277414829,0.049657,10.729558,18.903748,18.854748,17.135813,15.471485,14.645592,14.235161,13.929704
7972-6103,315.831306013,10.944169029,0.0431534,10.729863,20.034294,19.82743,17.231602,15.420999,14.517675,14.053715,13.718329
9048-9102,245.917023368,24.474186651,0.038675,10.730794,18.93471,,16.786354,15.0053215,14.145756,13.701116,13.389465
9497-6102,117.37715992,20.3598060907,0.050024,10.734375,,,17.32559,15.489118,14.618102,14.17978,13.8383
8719-6103,119.623484735,47.6531184648,0.0599654,10.736312,17.72433,17.217743,16.40497,15.145497,14.56753,14.1772585,13.968962
8139-9102,114.756034318,31.9147093423,0.0404882,10.737963,Infinity,Infinity,16.905958,15.090853,14.200939,13.722044,13.442828
9494-6104,128.04718576,22.5605602691,0.0161274,10.740004,17.009,16.364004,14.447867,12.885489,12.173981,11.791419,11.53581
8250-12704,138.981378466,44.332760792,0.0397859,10.740393,18.279287,17.428278,15.802299,14.38681,13.762371,13.383959,13.11729
8553-3702,232.563356848,56.8321970586,0.0498179,10.74137,21.303883,25.589483,17.278801,15.47141,14.608037,14.134191,13.914684
9049-12701,246.619645509,24.0257332973,0.0648295,10.744384,19.68036,19.115421,17.40192,15.834321,15.072373,14.65831,14.426544
8258-6102,167.103856416,43.0129618855,0.04935,10.744472,21.201933,20.195091,17.275625,15.480811,14.570896,14.122423,13.855666
8317-6102,194.925026457,43.7531796624,0.0578109,10.746568,18.129307,17.428532,16.491474,15.189743,14.548825,14.146686,13.943953
9037-12704,233.98751043,43.4932286775,0.0188798,10.750238,18.891502,18.207375,15.107762,13.29782,12.4833,12.057487,11.746253
8085-9101,51.3177727742,-0.40903918768,0.0376657,10.750719,21.78797,21.08249,17.202793,15.202216,14.225621,13.727804,13.378591
8726-9101,116.772427903,22.2941298143,0.0458585,10.750808,21.066998,Infinity,16.978426,15.214233,14.392219,13.974289,13.676245
8484-9102,248.766160205,44.5424307204,0.0570462,10.751573,19.31427,19.910456,17.460836,15.759522,14.903877,14.497067,14.201132
8255-9101,164.971095029,43.3688591131,0.047759,10.752644,21.022903,19.340124,17.009056,15.207756,14.382831,13.984958,13.680996
8249-6103,136.793850517,46.2111457117,0.040334,10.752914,20.660881,19.722836,16.639505,14.886673,14.061706,13.654622,13.340512
8937-12702,118.05450372,28.7585095092,0.0639803,10.754258,19.253435,17.931183,17.442064,15.995075,15.145092,14.729137,14.581116
8461-3701,144.516003237,42.9743220132,0.0468085,10.75476,21.379124,20.099928,16.885244,15.191231,14.3793125,13.985486,13.7130165
8241-1901,125.178409264,19.440630975,0.0433212,10.754833,22.199528,20.410366,16.97308,15.141728,14.292675,13.872704,13.551687
9047-12703,247.688425711,26.0952495416,0.0477255,10.755872,19.025322,18.56945,16.743053,15.196269,14.414517,13.996296,13.691242
9045-9101,227.200243557,30.1705525451,0.0588575,10.756378,19.293331,18.27973,16.723103,15.262116,14.594501,14.156971,13.936857
8549-12705,241.907223711,45.0653702307,0.0441938,10.757518,Infinity,Infinity,16.466972,15.053483,14.2207,13.73794,13.40162
8725-6103,125.736170047,45.4859393776,0.0469224,10.761069,21.291965,19.952023,17.230474,15.329318,14.454594,14.003305,13.681685
9042-3703,235.20157612,28.2920800258,0.0327594,10.762411,19.812649,19.592678,16.3492,14.505125,13.648707,13.223088,12.925221
8331-12705,206.334432527,41.3889308304,0.0595015,10.764459,18.218882,17.437893,16.461699,15.359626,14.645788,14.240536,13.953124
8588-6102,250.116709759,39.3201174959,0.0300793,10.76501,21.096775,19.53842,15.98158,14.222959,13.422188,13.01602,12.738081
8938-12702,120.814384478,30.7965108405,0.0403018,10.765079,17.742624,17.235765,15.98863,14.556728,13.866938,13.448541,13.200444
8555-6104,247.331870591,43.8633815903,0.0471758,10.7654085,21.012379,20.052145,17.000935,15.217268,14.387231,13.951928,13.684898
8450-12705,171.578059883,21.0962357672,0.0428267,10.766358,19.096275,21.040312,16.636448,14.939884,14.140819,13.756201,13.485071
9050-6104,245.684598393,23.9541392908,0.0590993,10.766369,19.268883,20.29101,17.462585,15.883542,15.019082,14.568303,14.270574
8606-12701,255.029869751,37.8395021377,0.0633343,10.7689,18.28688,17.898506,16.717659,15.204163,14.607393,14.170703,14.007802
9193-12705,46.3324427151,-0.97071283923,0.0448852,10.769717,20.990856,20.444403,17.254248,15.522455,14.53901,13.9998,13.608309
8147-6102,118.627843459,25.8159864765,0.0631476,10.769738,19.462746,18.72426,17.11557,15.71224,14.950019,14.533484,14.262738
8243-6104,131.883825158,53.9052505941,0.0465202,10.771878,21.075672,19.971106,16.988894,15.282819,14.414923,13.969887,13.646957
8554-6104,183.52006754,35.4078829395,0.0613381,10.773222,20.330078,19.410763,17.541143,15.844922,14.962429,14.515971,14.2178335
8262-9101,184.543787493,44.4004596628,0.0382552,10.773377,18.95442,18.270615,15.819982,14.606124,13.826921,13.3999,13.122343
8452-12703,156.805684986,48.2447914261,0.0609631,10.773604,18.127478,17.459225,16.724543,15.324594,14.651349,14.258622,13.980248
8322-3702,200.120280018,31.3519930682,0.0464059,10.774283,21.398436,19.951794,16.968525,15.142269,14.305169,13.894993,13.590926
8597-3704,224.615816702,48.4923712235,0.0376048,10.775436,20.855625,20.334461,16.666357,14.785098,13.926326,13.485819,13.209343
8568-1901,154.492431948,37.1815832021,0.0441818,10.776039,21.752878,20.177214,16.795855,15.033005,14.211471,13.806452,13.522021
8138-3703,117.950149278,46.0519833875,0.0536385,10.778803,22.197489,Infinity,17.857336,15.83582,14.874399,14.344365,14.0567255
8612-1901,253.467582812,39.7601617207,0.0349309,10.780342,15.779954,15.362566,14.922004,13.992864,13.355058,12.990963,12.692543
8485-12703,235.491277373,48.5569380923,0.0380864,10.780641,19.003782,19.937677,16.415695,14.725396,13.912233,13.493153,13.263051
8550-12701,246.358721827,39.8706971974,0.0290289,10.781294,18.820778,18.053505,15.685435,14.03628,13.264708,12.843554,12.569626
